0.000000000000000000e+00,9.600000000000000200e-02
0.000000000000000000e+00,1.920000000000000040e-01
0.000000000000000000e+00,2.880000000000000338e-01
0.000000000000000000e+00,3.840000000000000080e-01
0.000000000000000000e+00,4.799999999999999822e-01
0.000000000000000000e+00,5.759999999999999565e-01
0.000000000000000000e+00,6.719999999999999307e-01
0.000000000000000000e+00,7.679999999999999050e-01
0.000000000000000000e+00,8.639999999999998792e-01
0.000000000000000000e+00,9.599999999999998535e-01
0.000000000000000000e+00,1.055999999999999828e+00
0.000000000000000000e+00,1.151999999999999913e+00
0.000000000000000000e+00,1.247999999999999998e+00
0.000000000000000000e+00,1.344000000000000083e+00
0.000000000000000000e+00,1.440000000000000169e+00
0.000000000000000000e+00,1.536000000000000254e+00
0.000000000000000000e+00,1.632000000000000339e+00
0.000000000000000000e+00,1.728000000000000425e+00
0.000000000000000000e+00,1.824000000000000510e+00
0.000000000000000000e+00,1.920000000000000595e+00
0.000000000000000000e+00,2.016000000000000458e+00
0.000000000000000000e+00,2.112000000000000544e+00
0.000000000000000000e+00,2.208000000000000629e+00
0.000000000000000000e+00,2.304000000000000714e+00
0.000000000000000000e+00,2.400000000000000799e+00
0.000000000000000000e+00,2.496000000000000885e+00
0.000000000000000000e+00,2.592000000000000970e+00
0.000000000000000000e+00,2.688000000000001055e+00
0.000000000000000000e+00,2.784000000000001140e+00
0.000000000000000000e+00,2.880000000000001226e+00
0.000000000000000000e+00,2.976000000000001311e+00
0.000000000000000000e+00,3.072000000000001396e+00
0.000000000000000000e+00,3.168000000000001481e+00
0.000000000000000000e+00,3.264000000000001567e+00
0.000000000000000000e+00,3.360000000000001652e+00
0.000000000000000000e+00,3.456000000000001737e+00
0.000000000000000000e+00,3.552000000000001823e+00
0.000000000000000000e+00,3.648000000000001908e+00
0.000000000000000000e+00,3.744000000000001993e+00
0.000000000000000000e+00,3.840000000000002078e+00
0.000000000000000000e+00,3.936000000000002164e+00
0.000000000000000000e+00,4.032000000000001805e+00
0.000000000000000000e+00,4.128000000000001890e+00
0.000000000000000000e+00,4.224000000000001975e+00
0.000000000000000000e+00,4.320000000000002061e+00
0.000000000000000000e+00,4.416000000000002146e+00
0.000000000000000000e+00,4.512000000000002231e+00
0.000000000000000000e+00,4.608000000000002316e+00
0.000000000000000000e+00,4.704000000000002402e+00
0.000000000000000000e+00,4.800000000000002487e+00
0.000000000000000000e+00,4.896000000000002572e+00
0.000000000000000000e+00,4.992000000000002657e+00
0.000000000000000000e+00,5.088000000000002743e+00
0.000000000000000000e+00,5.184000000000002828e+00
0.000000000000000000e+00,5.280000000000002913e+00
0.000000000000000000e+00,5.376000000000002998e+00
0.000000000000000000e+00,5.472000000000003084e+00
0.000000000000000000e+00,5.568000000000003169e+00
0.000000000000000000e+00,5.664000000000003254e+00
0.000000000000000000e+00,5.760000000000003340e+00
0.000000000000000000e+00,5.856000000000003425e+00
0.000000000000000000e+00,5.952000000000003510e+00
0.000000000000000000e+00,6.048000000000003595e+00
0.000000000000000000e+00,6.144000000000003681e+00
0.000000000000000000e+00,6.240000000000003766e+00
0.000000000000000000e+00,6.336000000000003851e+00
0.000000000000000000e+00,6.432000000000003936e+00
0.000000000000000000e+00,6.528000000000004022e+00
0.000000000000000000e+00,6.624000000000004107e+00
0.000000000000000000e+00,6.720000000000004192e+00
0.000000000000000000e+00,6.816000000000004277e+00
0.000000000000000000e+00,6.912000000000004363e+00
0.000000000000000000e+00,7.008000000000004448e+00
0.000000000000000000e+00,7.104000000000004533e+00
0.000000000000000000e+00,7.200000000000004619e+00
0.000000000000000000e+00,7.296000000000004704e+00
0.000000000000000000e+00,7.392000000000004789e+00
0.000000000000000000e+00,7.488000000000004874e+00
0.000000000000000000e+00,7.584000000000004960e+00
0.000000000000000000e+00,7.680000000000005045e+00
0.000000000000000000e+00,7.776000000000005130e+00
0.000000000000000000e+00,7.872000000000005215e+00
0.000000000000000000e+00,7.968000000000005301e+00
0.000000000000000000e+00,8.064000000000005386e+00
0.000000000000000000e+00,8.160000000000005471e+00
